id,question,options,image,decoded_image,answer,solution,level,subject
2695,"Margie's winning art design is shown. The smallest circle has radius 2 inches, with each successive circle's radius increasing by 2 inches. Approximately what percent of the design is black?

<image1>","['42', '44', '45', '46', '48']",images/2695.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=545x544 at 0x7CE8DA3AA590>,A,,3,metric geometry - area
2696,"The graph shows the constant rate at which Suzanna rides her bike.  If she rides a total of a half an hour at the same speed, how many miles would she have ridden?
<image1>",[],images/2696.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=724x724 at 0x7CE8DA3AAC10>,6,,2,statistics
2697,"The five pieces shown below can be arranged to form four of the five figures shown in the choices. Which figure cannot be formed?
<image1>

<image2>","['A', 'B', 'C', 'D', 'E']",images/2697.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1228x666 at 0x7CE8DA3AB290>,B,,4,combinatorial geometry
2698,"The triangular plot of ACD lies between Aspen Road, Brown Road and a railroad.  Main Street runs east and west, and the railroad runs north and south. The numbers in the diagram indicate distances in miles.  The width of the railroad track can be ignored.  How many square miles are in the plot of land ACD?
<image1>",[],images/2698.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=602x881 at 0x7CE8DA3AB910>,4.5,,3,metric geometry - area
2699,"Construct a square on one side of an equilateral triangle. One on non-adjacent side of the square, construct a regular pentagon, as shown. One a non-adjacent side of the pentagon, construct a hexagon. Continue to construct regular polygons in the same way, until you construct an octagon. How many sides does the resulting polygon have?

<image1>",[],images/2699.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=264x524 at 0x7CE8DA3ABFD0>,23,,3,counting
2700,"On a checkerboard composed of 64 unit squares, what is the probability that a randomly chosen unit square does  not   touch the outer edge of the board?
<image1>","['$\\frac{1}{16}$', '$\\frac{7}{16}$', '$\\frac{1}{2}$', '$\\frac{9}{16}$', '$\\frac{49}{64}$']",images/2700.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=292x292 at 0x7CE8DA3AC810>,D,,5,arithmetic
2701,"The two spinners shown are spun once and each lands on one of the numbered sectors. What is the probability that the sum of the numbers in the two sectors is prime?
<image1>
<image2>","['$\\frac{1}{2}$', '$\\frac{2}{3}$', '$\\frac{3}{4}$', '$\\frac{7}{9}$', '$\\frac{5}{6}$']",images/2701.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=221x478 at 0x7CE8DA3AD010>,D,,2,combinatorics
2702,"The diagram represents a $ 7$-foot-by-$ 7$-foot floor that is tiled with $ 1$-square-foot black tiles and white tiles. Notice that the corners have white tiles. If a $ 15$-foot-by-$ 15$-foot floor is to be tiled in the same manner, how many white tiles will be needed?
<image1>",[],images/2702.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x255 at 0x7CE8DA3AD6D0>,64,,4,algebra
2703,"How many non-congruent triangles have vertices at three of the eight points in the array shown below?
<image1>",[],images/2703.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=545x224 at 0x7CE8DA3ADD10>,8,,4,combinatorial geometry
2704,"A one-cubic-foot cube is cut into four pieces by three cuts parallel to the top face of the cube. The first cub is $\frac{1}{2}$ foot from the top face. The second cut is $\frac{1}{3}$ foot below the first cut, and the third cut is $\frac{1}{17}$ foot below the second cut. From the top to the bottom the pieces are labeled A, B, C, and D. The pieces are then glued together end to end as shown in the second diagram. What is the total surface area of this solid in square feet?
<image1>

<image2>","['6$', '$7$', '$\\frac{419}{51}$', '$\\frac{158}{17}$', '$11$']",images/2704.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1404x2382 at 0x7CE8DA3AE490>,E,,4,solid geometry
2705,"The graph shows the price of five gallons of gasoline during the first ten months of the year. By what percent is the highest price more than the lowest price?

<image1>",[],images/2705.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1237x557 at 0x7CE8DA3AEB50>,70,,2,statistics
2706,"The diagram shows an octagon consisting of $10$ unit squares. The portion below $\overline{PQ}$ is a unit square and a triangle with base $5$. If $\overline{PQ}$ bisects the area of the octagon, what is the ratio $\frac{XQ}{QY}$?

<image1>","['$\\frac{2}{5}$', '$\\frac{1}{2}$', '$\\frac{3}{5}$', '$\\frac{2}{3}$', '$\\frac{3}{4}$']",images/2706.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1070x464 at 0x7CE8DA3AF310>,D,,4,combinatorial geometry
2707,"A decorative window is made up of a rectangle with semicircles at either end. The ratio of $AD$ to $AB$ is $3:2$. And $AB$ is 30 inches. What is the ratio of the area of the rectangle to the combined area of the semicircle.

<image1>","['$2:3$', '$3:2$', '$6:\\pi$', '$9: \\pi$', '$30 : \\pi$']",images/2707.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=264x497 at 0x7CE8DA3AFAD0>,C,,3,metric geometry - area
2708,"The two circles pictured have the same center $C$. Chord $\overline{AD}$ is tangent to the inner circle at $B$, $AC$ is $10$, and chord $\overline{AD}$ has length $16$. What is the area between the two circles?

<image1>","['$36 \\pi$', '$49 \\pi$', '$64 \\pi$', '$81 \\pi$', '$100 \\pi$']",images/2708.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=746x733 at 0x7CE8DA3B82D0>,C,,3,metric geometry - area
2709,"Semicircles $POQ$ and $ROS$ pass through the center of circle $O$. What is the ratio of the combined areas of the two semicircles to the area of circle $O$?
<image1>","['$\\frac{\\sqrt{2}}{4}$', '$\\frac{1}{2}$', '$\\frac{2}{\\pi}$', '$\\frac{2}{3}$', '$\\frac{\\sqrt{2}}{2}$']",images/2709.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=775x775 at 0x7CE8DA3B8A10>,B,,3,analytic geometry
2710,"Extend the square pattern of $8$ black and $17$ white square tiles by attaching a border of black tiles around the square. What is the ratio of black tiles to white tiles in the extended pattern?
<image1>","['8:17', '25:49', '36:25', '32:17', '36:17']",images/2710.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=545x544 at 0x7CE8DA3B91D0>,D,,4,combinatorial geometry
2711,"Each of the following four large congruent squares is subdivided into combinations of congruent triangles or rectangles and is partially bolded. What percent of the total area is partially bolded?


<image1>","['$12\\frac{1}{2}$', '$20$', '$25$', '$33 \\frac{1}{3}$', '$37\\frac{1}{2}$']",images/2711.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=724x724 at 0x7CE8DA3B9950>,C,,4,combinatorial geometry
2712,"Carmen takes a long bike ride on a hilly highway. The graph indicates the miles traveled during the time of her ride. What is Carmen's average speed for her entire ride in miles per hour?

<image1>",[],images/2712.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=890x877 at 0x7CE8DA3B9FD0>,5,,2,statistics
2713,"The graph shows the number of minutes studied by both Asha (black bar) and Sasha (grey bar) in one week. On the average, how many more minutes per day did Sasha study than Asha?

<image1>",[],images/2713.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1064x670 at 0x7CE8DA3BA650>,6,,2,statistics
2714,"Two congruent squares, $ABCD$ and $PQRS$, have side length $15$. They overlap to form the $15$ by $25$ rectangle $AQRD$ shown. What percent of the area of rectangle $AQRD$ is shaded?

<image1>",[],images/2714.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=545x417 at 0x7CE8DA3BACD0>,20,,3,metric geometry - area
2715,"How many rectangles are in this figure?

<image1>",[],images/2715.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=408x534 at 0x7CE8DA3BB350>,11,,4,combinatorial geometry
2716,"Quadrilateral $ABCD$ is a trapezoid, $AD = 15$, $AB = 50$, $BC = 20$, and the altitude is $12$. What is the area of the trapezoid?

<image1>",[],images/2716.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=545x337 at 0x7CE8DA3BB9D0>,750,,3,metric geometry - area
2717,"A circle with radius $1$ is inscribed in a square and circumscribed about another square as shown. Which fraction is closest to the ratio of the circle's shaded area to the area between the two squares?

<image1>","['$\\frac{1}2$', '$1$', '$\\frac{3}2$', '$2$', '$\\frac{5}2$']",images/2717.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=545x544 at 0x7CE8DA3C41D0>,A,,3,metric geometry - area
2718,"In the diagram, all angles are right angles and the lengths of the sides are given in centimeters. Note the diagram is not drawn to scale. What is $X$, in centimeters?

<image1>",[],images/2718.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=545x430 at 0x7CE8DA3C4810>,5,,2,metric geometry - length
2719,"A circle of radius 2 is cut into four congruent arcs. The four arcs are joined to form the star figure shown. What is the ratio of the area of the star figure to the area of the original circle?

<image1>","['$\\frac{4-\\pi}\\pi$', '$\\frac{1}{\\pi}$', '$\\frac{\\sqrt{2}}{\\pi}$', '$\\frac{\\pi-1}\\pi$', '$\\frac{3}{\\pi}$']",images/2719.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=437x202 at 0x7CE8DA3C4F10>,A,,3,metric geometry - area
2720,"A square with area 4 is inscribed in a square with area 5, with one vertex of the smaller square on each side of the larger square. A vertex of the smaller square divides a side of the larger square into two segments, one of length $a$, and the other of length $b$. What is the value of $ab$ ?

<image1>","['$\\frac{1}{5}$', '$\\frac{2}{5}$', '$\\frac{1}{2}$', '$1$', '$4$']",images/2720.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=545x504 at 0x7CE8DA3C56D0>,C,,2,metric geometry - length
2721,"The number in each box below is the product of the numbers in the two boxes that touch it in the row above. For example, $30 = 6\times5$. What is the missing number in the top row?

<image1>",[],images/2721.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=494x493 at 0x7CE8DA3C5D50>,4,,4,algebra
2722,"Isabella uses one-foot cubical blocks to build a rectangular fort that is 12 feet long, 10 feet wide, and 5 feet high. The floor and the four walls are all one foot thick. How many blocks does the fort contain?
<image1>",[],images/2722.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=782x688 at 0x7CE8DA3C6410>,280,,4,solid geometry
2723,"Toothpicks are used to make a grid that is 60 toothpicks long and 32 toothpicks wide. How many toothpicks are used altogether?

<image1>",[],images/2723.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=545x410 at 0x7CE8DA3C6AD0>,3932,,4,algebra
2724,"Angle $ABC$ of $\triangle ABC$ is a right angle. The sides of $\triangle ABC$ are the diameters of semicircles as shown. The area of the semicircle on $\overline{AB}$ equals $8\pi$, and the arc of the semicircle on $\overline{AC}$ has length $8.5\pi$. What is the radius of the semicircle on $\overline{BC}$?
<image1>",[],images/2724.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=545x524 at 0x7CE8DA3C7150>,7.5,,2,metric geometry - length
2725,"Squares $ABCD$, $EFGH$, and $GHIJ$ are equal in area. Points $C$ and $D$ are the midpoints of sides $IH$ ad $HE$, respectively. What is the ratio of the area of the shaded pentagon $AJICB$ to the sum of the areas of the three squares?

<image1>","['$\\frac{1}{4}$', '$\\frac{7}{24}$', '$\\frac{1}{3}$', '$\\frac{3}{8}$', '$\\frac{5}{12}$']",images/2725.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=545x544 at 0x7CE8DA3C7910>,C,,4,combinatorial geometry
2726,"A ball with diameter 4 inches starts at point A to roll along the track shown. The track is comprised of 3 semicircular arcs whose radii are $R_1 = 100$ inches, $R_2 = 60$ inches, and $R_3 = 80$ inches, respectively. The ball always remains in contact with the track and does not slip. What is the distance the center of the ball travels over the course from A to B?
<image1>","['$238\\pi$', '$240\\pi$', '$260\\pi$', '$280\\pi$', '$500\\pi$']",images/2726.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=817x304 at 0x7CE8DA3C8110>,A,,2,metric geometry - length
2727,"In $\bigtriangleup ABC$, $D$ is a point on side $\overline{AC}$ such that $BD=DC$ and $\angle BCD$ measures $70^\circ$. What is the degree measure of $\angle ADB$?

<image1>",[],images/2727.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1064x444 at 0x7CE8DA3C8790>,140,,5,metric geometry - angle
2728,"Rectangle $ABCD$ and right triangle $DCE$ have the same area. They are joined to form a trapezoid, as shown. What is $DE$?

<image1>",[],images/2728.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=897x364 at 0x7CE8DA3C8E10>,13,,2,metric geometry - length
2729,"The circumference of the circle with center $O$ is divided into 12 equal arcs, marked the letters $A$ through $L$ as seen below. What is the number of degrees in the sum of the angles $x$ and $y$?

<image1>",[],images/2729.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=830x817 at 0x7CE8DA3C9490>,90,,5,metric geometry - angle
2730,"Rectangle $ABCD$ has sides $CD=3$ and $DA=5$. A circle of radius $1$ is centered at $A$, a circle of radius $2$ is centered at $B$, and a circle of radius $3$ is centered at $C$. Which of the following is closest to the area of the region inside the rectangle but outside all three circles?

<image1>",[],images/2730.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=545x397 at 0x7CE8DA3C9B10>,4.0,,3,metric geometry - area
2731,"A straight one-mile stretch of highway, $40$ feet wide, is closed. Robert rides his bike on a path composed of semicircles as shown. If he rides at $5$ miles per hour, how many hours will it take to cover the one-mile stretch?

Note: $1$ mile= $5280$ feet

<image1>","['$\\frac{\\pi}{11}$', '$\\frac{\\pi}{10}$', '$\\frac{\\pi}{5}$', '$\\frac{2\\pi}{5}$', '$\\frac{2\\pi}{3}$']",images/2731.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1010x337 at 0x7CE8DA3CA1D0>,B,,2,metric geometry - length
2732,"Point $O$ is the center of the regular octagon $ABCDEFGH$, and $X$ is the midpoint of the side $\overline{AB}$. What fraction of the area of the octagon is shaded?
<image1>","['$\\frac{11}{32}$', '$\\frac{3}{8}$', '$\\frac{13}{32}$', '$\\frac{7}{16}$', '$\\frac{15}{32}$']",images/2732.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=545x530 at 0x7CE8DA3CA990>,D,,3,metric geometry - area
2733,"How many pairs of parallel edges, such as $\overline{AB}$ and $\overline{GH}$ or $\overline{EH}$ and $\overline{FG}$, does a cube have?
<image1>",[],images/2733.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=437x516 at 0x7CE8DA3CB050>,18,,4,solid geometry
2734,"An arithmetic sequence is a sequence in which each term after the first is obtained by adding a constant to the previous term. For example, $2,5,8,11,14$ is an arithmetic sequence with five terms, in which the first term is $2$ and the constant added is $3$. Each row and each column in this $5\times5$ array is an arithmetic sequence with five terms. What is the value of $X$?
<image1>",[],images/2734.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=400x400 at 0x7CE8DA3CB710>,31,,4,algebra
2735,"A triangle with vertices as $A=(1,3)$, $B=(5,1)$, and $C=(4,4)$ is plotted on a $6\times5$ grid. What fraction of the grid is covered by the triangle?
<image1>","['$\\frac{1}{6}$', '$\\frac{1}{5}$', '$\\frac{1}{4}$', '$\\frac{1}{3}$', '$\\frac{1}{2}$']",images/2735.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=545x477 at 0x7CE8DA3CBED0>,A,,3,analytic geometry
2736,"In the given figure hexagon $ABCDEF$ is equiangular, $ABJI$ and $FEHG$ are squares with areas $18$ and $32$ respectively, $\triangle JBK$ is equilateral and $FE=BC$. What is the area of $\triangle KBC$?
<image1>","['$6\\sqrt{2}$', '$9$', '$12$', '$9\\sqrt{2}$', '$32$']",images/2736.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=537x544 at 0x7CE8DA1DC6D0>,C,,3,metric geometry - area
2737,"One-inch squares are cut from the corners of this 5 inch square.  What is the area in square inches of the largest square that can be fitted into the remaining space?
<image1>","['$9$', '$12\\frac{1}{2}$', '$15$', '$15\\frac{1}{2}$', '$17$']",images/2737.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=545x544 at 0x7CE8DA1DCE90>,C,,3,metric geometry - area
2738,"The following bar graph represents the length (in letters) of the names of 19 people. What is the median length of these names?
<image1>",[],images/2738.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1044x917 at 0x7CE8DA1DD510>,4,,2,statistics
2739,"Rectangle $DEFA$ below is a $3 \times 4$ rectangle with $DC=CB=BA$.  The area of the ""bat wings"" is
<image1>","['$2$', '$2 \\frac{1}{2}$', '$3$', '$3 \\frac{1}{2}$', '$5$']",images/2739.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=516x642 at 0x7CE8DA1DDCD0>,C,,3,metric geometry - area
2740,"A semicircle is inscribed in an isosceles triangle with base $16$ and height $15$ so that the diameter of the semicircle is contained in the base of the triangle as shown. What is the radius of the semicircle?

<image1>","['$4 \\sqrt{3}$', '$\\frac{120}{17}$', '$10$', '$\\frac{17\\sqrt{2}}{2}$', '$\\frac{17\\sqrt{3}}{2}$']",images/2740.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=415x387 at 0x7CE8DA1DE410>,B,,2,metric geometry - length
2742,"In the arrangement of letters and numerals below, by how many different paths can one spell AMC8? Beginning at the A in the middle, a path allows only moves from one letter to an adjacent (above, below, left, or right, but not diagonal) letter. One example of such a path is traced in the picture.
<image1>",[],images/2742.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=508x542 at 0x7CE8DA1DF190>,24,,2,combinatorics
2744,"In the non-convex quadrilateral $ABCD$ shown below, $\angle BCD$ is a right angle, $AB=12$, $BC=4$, $CD=3$, and $AD=13$.
<image1>
What is the area of quadrilateral $ABCD$?",[],images/2744.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=545x297 at 0x7CE8DA1DFFD0>,24,,3,metric geometry - area
2745,"In the right triangle $ABC$, $AC=12$, $BC=5$, and angle $C$ is a right angle. A semicircle is inscribed in the triangle as shown. What is the radius of the semicircle?
<image1>","['$\\frac{7}{6}$', '$\\frac{13}{5}$', '$\\frac{59}{18}$', '$\\frac{10}{3}$', '$\\frac{60}{13}$']",images/2745.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=545x297 at 0x7CE8DA1E07D0>,D,,2,metric geometry - length
2746,"In the figure shown, $\overline{US}$ and $\overline{UT}$ are line segments each of length 2, and $m\angle TUS = 60^\circ$. Arcs $\overarc{TR}$ and $\overarc{SR}$ are each one-sixth of a circle with radius 2. What is the area of the region shown?
<image1>","['$3\\sqrt{3}-\\pi$', '$4\\sqrt{3}-\\frac{4\\pi}{3}$', '$2\\sqrt{3}$', '$4\\sqrt{3}-\\frac{2\\pi}{3}$', '$4+\\frac{4\\pi}{3}$']",images/2746.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=357x530 at 0x7CE8DA1E0ED0>,B,,3,metric geometry - area
2747,"The twelve-sided figure shown has been drawn on $1 \text{ cm}\times 1 \text{ cm}$ graph paper. What is the area of the figure in $\text{cm}^2$?

<image1>",[],images/2747.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=580x579 at 0x7CE8DA1E1550>,13,,4,combinatorial geometry
2748,"Mr. Garcia asked the members of his health class how many days last week they exercised for at least 30 minutes. The results are summarized in the following bar graph, where the heights of the bars represent the number of students.

<image1>What was the mean number of days of exercise last week, rounded to the nearest hundredth, reported by the students in Mr. Garcia's class?",[],images/2748.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=817x584 at 0x7CE8DA1E1C10>,4.36,,2,statistics
2749,"In the diagram below, a diameter of each of the two smaller circles is a radius of the larger circle. If the two smaller circles have a combined area of $1$ square unit, then what is the area of the shaded region, in square units?

<image1>","['$\\frac{1}{4}$', '$\\frac{1}{3}$', '$\\frac{1}{2}$', '$1$', '$\\frac{\\pi}{2}$']",images/2749.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=415x414 at 0x7CE8DA1E23D0>,D,,3,metric geometry - area
2750,"In a sign pyramid a cell gets a ""+"" if the two cells below it have the same sign, and it gets a ""-"" if the two cells below it have different signs. The diagram below illustrates a sign pyramid with four levels. How many possible ways are there to fill the four cells in the bottom row to produce a ""+"" at the top of the pyramid?

<image1>",[],images/2750.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=824x370 at 0x7CE8DA1E2A90>,8,,2,combinatorics
2751,"In $\triangle ABC,$ a point $E$ is on $\overline{AB}$ with $AE=1$ and $EB=2$. Point $D$ is on $\overline{AC}$ so that $\overline{DE} \parallel \overline{BC}$ and point $F$ is on $\overline{BC}$ so that $\overline{EF} \parallel \overline{AC}$. What is the ratio of the area of $CDEF$ to the area of $\triangle ABC?$

<image1>","['$\\frac{4}{9}$', '$\\frac{1}{2}$', '$\\frac{5}{9}$', '$\\frac{3}{5}$', '$\\frac{2}{3}$']",images/2751.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=718x664 at 0x7CE8DA1E3250>,A,,3,metric geometry - area
2752,"Point $E$ is the midpoint of side $\overline{CD}$ in square $ABCD,$ and $\overline{BE}$ meets diagonal $\overline{AC}$ at $F$. The area of quadrilateral $AFED$ is $45$. What is the area of $ABCD?$

<image1>",[],images/2752.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=516x508 at 0x7CE8DA1E38D0>,108,,3,metric geometry - area
2753,"From a regular octagon, a triangle is formed by connecting three randomly chosen vertices of the octagon. What is the probability that at least one of the sides of the triangle is also a side of the octagon?

<image1>","['$\\frac{2}{7}$', '$\\frac{5}{42}$', '$\\frac{11}{14}$', '$\\frac{5}{7}$', '$\\frac{6}{7}$']",images/2753.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=314x314 at 0x7CE8DA1F0110>,D,,2,combinatorics
2754,"In the cube $ABCDEFGH$ with opposite vertices $C$ and $E,$ $J$ and $I$ are the midpoints of edges $\overline{FB}$ and $\overline{HD},$ respectively. Let $R$ be the ratio of the area of the cross-section $EJCI$ to the area of one of the faces of the cube. What is $R^2?$

<image1>","['$\\frac{5}{4}$', '$\\frac{4}{3}$', '$\\frac{3}{2}$', '$\\frac{25}{16}$', '$\\frac{9}{4}$']",images/2754.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=559x612 at 0x7CE8DA1F0910>,C,,4,solid geometry
2755,"Three identical rectangles are put together to form rectangle $ABCD$, as shown in the figure below. Given that the length of the shorter side of each of the smaller rectangles $5$ feet, what is the area in square feet of rectangle $ABCD$?
<image1>",[],images/2755.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=545x397 at 0x7CE8DA1F0F90>,150,,3,metric geometry - area
2756,"Quadrilateral $ABCD$ is a rhombus with perimeter $52$ meters. The length of diagonal $\overline{AC}$ is $24$ meters. What is the area in square meters of rhombus $ABCD$?
<image1>",[],images/2756.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=516x322 at 0x7CE8DA1F1610>,120,,3,metric geometry - area
2758,"There are 81 grid points (uniformly spaced) in the square shown in the diagram below, including the points on the edges. Point $P$ is the center of the square. Given that point $Q$ is randomly chosen from among the other 80 points, what is the probability that line $PQ$ is a line of symmetry for the square?
<image1>","['$\\frac{1}{5}$', '$\\frac{1}{4}$', '$\\frac{2}{5}$', '$\\frac{9}{20}$', '$\\frac{1}{2}$']",images/2758.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=472x471 at 0x7CE8DA1F24D0>,C,,2,combinatorics
2759,"The diagram shows the number of students at soccer practice each weekday during last week. After computing the mean and median values, Coach discovers that there were actually $21$ participants on Wednesday. Which of the following statements describes the change in the mean and median after the correction is made?

<image1>","['$\\text{The mean increases by 1 and the median does not change.}$', '$\\text{The mean increases by 1 and the median increases by 1.}$', '$\\text{The mean increases by 1 and the median increases by 5.}$', '$\\text{The mean increases by 5 and the median increases by 1.}$', '$\\text{The mean increases by 5 and the median increases by 5.}$']",images/2759.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=984x657 at 0x7CE8DA1F2B90>,B,,2,statistics
2760,"The faces of a cube are painted in six different colors: red (R), white (W), green (G), brown (B), aqua (A), and purple (P). Three views of the cube are shown below. What is the color of the face opposite the aqua face?
<image1>","['$\\text{red}$', '$\\text{white}$', '$\\text{green}$', '$\\text{brown}$', '$\\text{purple}\n$']",images/2760.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1124x364 at 0x7CE8DA1F3350>,A,,4,solid geometry
2761,"In triangle $ABC$, point $D$ divides side $\overline{AC}$ so that $AD:DC=1:2$. Let $E$ be the midpoint of $\overline{BD}$ and let $F$ be the point of intersection of line $BC$ and line $AE$. Given that the area of $\triangle ABC$ is $360$, what is the area of $\triangle EBF$?
<image1>",[],images/2761.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=559x372 at 0x7CE8DA1F39D0>,30,,3,metric geometry - area
2762,"Three hexagons of increasing size are shown below. Suppose the dot pattern continues so that each successive hexagon contains one more band of dots. How many dots are in the next hexagon?

<image1>",[],images/2762.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=897x350 at 0x7CE8DA2040D0>,37,,4,algebra
2763,"Akash's birthday cake is in the form of a $4 \times 4 \times 4$ inch cube. The cake has icing on the top and the four side faces, and no icing on the bottom. Suppose the cake is cut into $64$ smaller cubes, each measuring $1 \times 1 \times 1$ inch, as shown below. How many of the small pieces will have icing on exactly two sides?

<image1>",[],images/2763.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=516x542 at 0x7CE8DA204790>,20,,4,solid geometry
2764,"After school, Maya and Naomi headed to the beach, $6$ miles away. Maya decided to bike while Naomi took a bus. The graph below shows their journeys, indicating the time and distance traveled. What was the difference, in miles per hour, between Naomi's and Maya's average speeds?

<image1>",[],images/2764.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=910x904 at 0x7CE8DA204E50>,24,,2,statistics
2765,"There are $20$ cities in the County of Newton. Their populations are shown in the bar chart below. The average population of all the cities is indicated by the horizontal dashed line. Which of the following is closest to the total population of all $20$ cities?

<image1>","['65{,}000', '75{,}000', '85{,}000', '95{,}000', '105{,}000']",images/2765.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1064x784 at 0x7CE8DA205650>,D,,2,statistics
2766,"Each of the points $A$, $B$, $C$, $D$, $E$, and $F$ in the figure below represent a different digit from 1 to 6. Each of the five lines shown passes through some of these points. The digits along the line each are added to produce 5 sums, one for each line. The total of the sums is $47$. What is the digit represented by $B$?

<image1>",[],images/2766.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=724x464 at 0x7CE8DA205CD0>,5,,4,algebra
2767,"Rectangle $ABCD$ is inscribed in a semicircle with diameter $\overline{FE},$ as shown in the figure. Let $DA=16,$ and let $FD=AE=9$. What is the area of $ABCD?$

<image1>",[],images/2767.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=545x344 at 0x7CE8DA206350>,240,,3,metric geometry - area
2768,"A game board consists of $64$ squares that alternate in color between black and white. The figure below shows square $P$ in the bottom and square $Q$ in the top row. A marker is placed at $P$. A step consists of moving the marker onto one of the adjoining white squares in the row above. How many $7$-step paths are there from $P$ to $Q$? (The figure shows a sample path.)

<image1>",[],images/2768.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=724x724 at 0x7CE8DA206A10>,28,,2,combinatorics
